"Lieferadresse_ID_Nr";"Lieferadresse_Name";"Lieferadresse_Strasse";"Lieferadresse_Hausnummer";"Lieferadresse_Land";"Lieferadresse_PLZ";"Lieferadresse_Ort";"Lieferadresse_Telefon";"Lieferadresse_Telefax"
"I00000813";"Bovier Freres Sarl";"";"";"CH";"";"Evolene";"";""
"I00000814";"Sanitec SA";"";"";"CH";"";"Renens";"";""
"I00000815";"Urs Baur GmbH";"";"";"CH";"";"Basel";"";""
"I00000816";"Andre Berberat";"";"";"CH";"";"Courgenay";"";""
"I00000817";"Guggisberg Dachtechn";"";"";"CH";"";"Wabern";"";""
"I00000818";"Schild Haustechnik AG";"";"";"CH";"";"Kandersteg";"";""
"I00000819";"Rudolf Lempen Haustech.";"";"";"CH";"";"Schwarzen";"";""
"I00000820";"Lückiger+Schärer GmbH";"";"";"CH";"";"Dürrenroth";"";""
"I00000821";"Brosi GmbH";"";"";"CH";"";"Hochwald";"";""
"I00000822";"Generelli Fratelli";"";"";"CH";"";"Locarno";"";""
"I00000823";"Badewell AG";"";"";"CH";"";"Sursee";"";""
"I00000824";"Huber + Buehler AG";"";"";"CH";"";"Schaffhausen";"";""
"I00000825";"Gebhard Pirovino AG";"";"";"CH";"";"Cazis";"";""
"I00000826";"Marti Freres";"";"";"CH";"";"La Neuville";"";""
"I00000827";"Suremann AG";"";"";"CH";"";"Winterthur";"";""
"I00000828";"Lisignoli AG";"";"";"CH";"";"Bad Ragaz";"";""
"I00000829";"Gewobag";"";"";"CH";"";"Zürich";"";""
"I00000830";"Stettler Haustechnik";"";"";"CH";"";"Büetigen";"";""
"I00000831";"WB AG";"";"";"CH";"";"Emmenbrücke 1";"";""
"I00000832";"Lüdi AG";"Sanitäre Anlagen";"";"CH";"8854";"Siebenen";"";""
"I00000833";"Josef Lachner";"Ringstrasse";"5a";"DE";"86641";"Sallach";"";""
"I00000834";"Roger Kissling";"";"";"CH";"";"Selzach Altreu";"";""
"I00000835";"Berger";"";"";"CH";"";"Neuendorf";"";""
"I00000836";"Rene Leu";"";"";"CH";"";"Hondrich";"";""
"I00000837";"Götz AG";"Lehngasse";"5";"CH";"3812";"Wilderswil";"";""
"I00000838";"Thomas Kessler";"";"";"CH";"";"Galgenen";"";""
"I00000839";"Russi Heizung";"";"";"CH";"";"Andermatt";"";""
"I00000840";"Bai Angelo e Figlio SA";"";"";"CH";"";"Ascona";"";""
"I00000841";"Niggli Söhne GmbH";"";"";"CH";"";"Fideris";"";""
"I00000842";"Berliat AG";"";"";"CH";"";"Neukirch-Egnach";"";""
"I00000843";"G. + H. Marxer AG";"";"";"CH";"";"Nendeln";"";""
"I00000844";"MB Sanitär Heizung GmbH";"";"";"CH";"";"Rorschach";"";""
"I00000845";"Zürcher Fredi AG";"";"";"CH";"";"Teufen";"";""
"I00000846";"Robert Schwaller";"";"";"CH";"";"Egnach";"";""
"I00000847";"Thomas Breitler";"";"";"CH";"";"Diessenhofen";"";""
"I00000848";"Hermann Moser";"";"";"CH";"";"Grindelwald";"";""
"I00000849";"Cereghetti GmbH";"";"";"CH";"";"Benken";"";""
"I00000850";"Hanspeter Schopfer";"";"";"CH";"";"Walzenhausen";"";""
"I00000851";"Hermann Zünd";"";"";"CH";"";"Balgach";"";""
"I00000852";"Markus Rebsamen";"";"";"CH";"";"Guemligen";"";""
"I00000853";"Issler Warm und Wasser";"";"";"CH";"";"Davos Platz";"";""
"I00000854";"Jakob Bosshard";"Therwilerstrassse";"26";"CH";"4104";"Oberwil";"";""
"I00000855";"Birchmeier-Hohler";"";"";"CH";"";"Bremgarten";"";""
"I00000856";"Fritz Baur";"";"";"CH";"";"Bern";"";""
"I00000857";"Markus Rieder AG";"Unterdorf";"4";"CH";"4246";"Wahlen B Laufen";"";""
"I00000858";"Kaegi & CO";"Reblaubenweg";"1";"CH";"8820";"Wädenswil";"";""
"I00000859";"Heusser";"Hardstrasse";"245";"CH";"8031";"Zürich";"";""
"I00000860";"Bieri";"Muesemattstrasse";"33";"CH";"3012";"Bern";"";""
"I00000861";"Köchli Haustechnik";"Freiburgstrasse";"480";"CH";"3018";"Bern";"";""
"I00000862";"Gauch Haustechnik";"Baselstrasse";"63";"CH";"4144";"Arlesheim";"";""
"I00000863";"Messerli AG";"";"";"CH";"";"Bern";"";""
"I00000864";"Thomas Miserez";"";"";"CH";"";"Les Breuleux";"";""
"I00000865";"Fritz Schneider";"";"";"CH";"";"Oberstammheim";"";""
"I00000866";"Meinrad Weber";"";"";"CH";"";"Wettswil";"";""
"I00000867";"Peter Keller";"";"";"CH";"";"Rüti ZH";"";""
"I00000868";"Sanitär Tanner";"";"";"CH";"";"Lachen SZ";"";""
"I00000869";"Delva";"";"";"CH";"";"Lugano";"";""
"I00000870";"Ausstellung Richter und Frenzel";"";"";"DE";"";"";"";""
"I00000871";"Willi Studer";"Seefeldstrasse";"1";"CH";"8280";"Kreuzlingen";"";""
"I00000872";"Willy Rohner AG";"Bronschoferstrasse";"23";"CH";"9500";"Wil";"";""
"I00000873";"Griesser Installationen";"";"";"CH";"";"Haldenstein";"";""
"I00000874";"Graf Heizung +,";"";"";"CH";"";"Flaach";"";""
"I00000875";"Louis-Philippe Fanton";"";"";"CH";"";"Attalens";"";""
"I00000876";"F. Halbeisen AG";"";"";"CH";"";"Wahlen b. Laufen";"";""
"I00000877";"Meco Haustechnik AG";"";"";"CH";"";"Pfungen";"";""
"I00000878";"M. Kaiser AG";"";"";"CH";"";"Udligenswil";"";""
"I00000879";"Renato Gsell";"";"";"CH";"";"Dintikon";"";""
"I00000880";"Marcel Durisch";"Albulastrasse";"110";"CH";"7450";"Tiefencastel";"";""
"I00000881";"Exotech";"";"";"CH";"";"Biere";"";""
"I00000882";"GLB Thun";"";"";"CH";"";"Gwatt";"";""
"I00000883";"Hans Waldvogel";"Sattlenstrasse";"24";"CH";"8051";"Zürich";"";""
"I00000884";"Herrli AG";"Untertalweg";"54";"CH";"4144";"Arlesheim";"";""
"I00000885";"Peter Heck";"";"";"CH";"";"Kappel SO";"";""
"I00000886";"Rudolf Mäder";"Juchlishaus";"";"CH";"3204";"Rosshäusern";"";""
"I00000887";"Albert Tobler";"";"";"CH";"";"Rheineck";"";""
"I00000888";"Ponderosa";"";"";"CH";"";"Lugano";"";""
"I00000889";"Ausstellung Bad";"";"";"CH";"";"jona";"";""
"I00000890";"Sergio Cereghetti";"";"";"CH";"";"Villa Luganese";"";""
"I00000891";"Sommer Sabatini GmbH";"";"";"CH";"";"Luzern";"";""
"I00000892";"Geyer Haustechnik AG";"";"";"CH";"";"Netstal";"";""
"I00000893";"Fritz Gresser";"";"";"CH";"";"Widnau";"";""
"I00000894";"Ernst Mueller GmbH";"";"";"CH";"";"Naefels";"";""
"I00000895";"Arge Bitzer Sanitaer AG";"";"";"CH";"";"Wallisellen";"";""
"I00000896";"Silvio Tschenett AG";"";"";"CH";"";"Muestair";"";""
"I00000897";"Abegg Haustechnik";"";"";"CH";"";"Baech";"";""
"I00000898";"Adi Zollinger";"";"";"CH";"";"Oetwil am See";"";""
"I00000899";"Buechel_Haustechnik";"";"";"CH";"";"Schellenberg";"";""
"I00000900";"Sanitas Troesch SA";"";"";"CH";"";"Sierre";"";""
"I00000901";"Curchod et Fils SA";"";"";"CH";"";"Geneve";"";""
"I00000902";"R. + M. Baumgartner AG";"";"";"CH";"";"Neudorf";"";""
"I00000903";"Spaar AG";"";"";"CH";"";"Brislach";"";""
"I00000904";"Valcalorie SA";"";"";"CH";"";"Sion";"";""
"I00000905";"Markus Schmid";"";"";"CH";"";"Malters";"";""
"I00000906";"Rolf Hirt";"";"";"CH";"";"Brugg";"";""
"I00000907";"Hans Fankhauser AG";"";"";"CH";"";"Langnau";"";""
"I00000908";"Tschudin Haustechnik AG";"";"";"CH";"";"Niederdorf";"";""
"I00000909";"Ruedi Rüegg";"";"";"CH";"";"Landquart";"";""
"I00000910";"Peter Schnapper";"";"";"CH";"";"Gebensdorf";"";""
"I00000911";"Kaufmann + Partner AG";"";"";"CH";"";"Jona";"";""
"I00000912";"Medaglia + Moro SA";"";"";"CH";"";"Biasca";"";""
"I00000913";"Christian Zingg";"";"";"CH";"";"Trimmis";"";""
"I00000914";"Ralph Münger";"Sägereistrasse";"2";"CH";"8362";"Balterswil";"";""
"I00000915";"Arge Ritter";"";"";"CH";"";"Münchenbuchsee";"";""
"I00000916";"SLH Sanitaer AG";"";"";"CH";"";"Untervaz";"";""
"I00000918";"Arch. Rinaldo Bottinelli";"";"";"CH";"";"Barbengo";"";""
"I00000919";"Pasche Sanitaire SA";"Route du Simplon";"9";"CH";"1845";"Noville";"";""
"I00000920";"Perrotin SA";"Route de Saint-Julien";"305";"CH";"1258";"Perly";"022 343 14 12";"022 343 40 19"
"I00000921";"Marco De Steffani";"";"";"CH";"";"Tamis";"";""
"I00000922";"Jean-Christoph Lack SA";"";"";"CH";"";"Arveyes";"";""
"I00000923";"Sanitas Troesch SA";"";"";"CH";"";"Carouge";"";""
"I00000924";"E O Knecht AG";"Asylstrasse";"104";"CH";"8030";"Zürich";"";""
"I00000925";"Bartalan Molnar";"";"";"CH";"";"Lausanne";"";""
"I00000926";"Wittwer Eduard";"Gschwanderstrasse";"3 a";"CH";"8610";"Uster";"";""
"I00000927";"Ralf Eilmes";"";"";"CH";"";"Oftringen";"";""
"I00000928";"Ledergerber";"";"";"CH";"";"ST Gallen";"";""
"I00000929";"Baugenossenschaft";"";"";"CH";"";"Bonningen";"";""
"I00000930";"Josef Hammer";"Neualp";"";"CH";"6275";"Ballwil";"";""
"I00000931";"Werner Rutz";"Zürcherstrasse";"70";"CH";"8104";"Weiningen";"";""
"I00000932";"Walter Mengelt";"";"";"CH";"";"Splügen";"";""
"I00000933";"Jul Meisser";"Raschärenstrasse";"30";"CH";"7000";"Chur";"";""
"I00000934";"Benz + Co. AG";"";"";"CH";"";"Kuesnacht";"";""
"I00000935";"Peter Wirz";"";"";"CH";"";"Pieterlen";"";""
"I00000936";"Marco Dell'Avo";"";"";"CH";"";"Gordola";"";""
"I00000937";"E Gmünder";"";"";"CH";"";"Mels";"";""
"I00000938";"Thomas Bollinger";"Geerenweg";"1";"CH";"8226";"Schleitheim";"";""
"I00000939";"BGTECH AG";"";"";"CH";"";"Gümligen";"";""
"I00000940";"Heer + Rebsamen";"";"";"CH";"";"Bäch";"";""
"I00000941";"Werner Steiner";"";"";"CH";"";"Alpthal";"";""
"I00000942";"Erwin Dubach";"";"";"CH";"";"Hinwil";"";""
"I00000943";"J. Paul Stalder";"";"";"CH";"";"Malleray";"";""
"I00000944";"Gebr. Kessler AG";"";"";"CH";"";"Grueningen";"";""
"I00000945";"Beat Wirth";"";"";"CH";"";"Oberstammheim";"";""
"I00000946";"Guhl AG";"";"";"CH";"";"St.Gallen";"";""
"I00000947";"Andrea Pedrun";"";"";"CH";"";"Sils Segl Maria";"";""
"I00000948";"Scheurer Gebr. GmbH";"";"";"CH";"";"Lengnau";"";""
"I00000949";"J.R. Lips Söhne AG";"Lerzenstrasse";"11 A";"CH";"8953";"Dietikon";"";""
"I00000950";"Francis Freudiger SA";"";"";"CH";"";"Grandval";"";""
"I00000951";"Herzog Haustechnik AG";"";"";"CH";"";"Luzern";"";""
"I00000952";"Beat Zimmermann";"";"";"CH";"";"Spiez";"";""
"I00000953";"Joerg Schlegel";"";"";"CH";"";"Walenstadt";"";""
"I00000954";"Ernst Moser";"";"";"CH";"";"Brunnenthal";"";""
"I00000955";"Zasag";"";"";"CH";"";"Eglisau";"";""
"I00000956";"Marcobetti SA";"";"";"CH";"";"Breganzona";"";""
"I00000957";"Wirthlin Haustechnik AG";"Bahnhofstrasse";"106";"CH";"4313";"Möhlin";"";""
"I00000958";"W. Gränacher AG";"";"";"CH";"";"Stein";"";""
"I00000959";"Cuivretout SA";"";"";"CH";"";"Chene-Bougeries";"";""
"I00000960";"Eberhard Sanitaer GmbH";"Gräfenaustrasse";"10";"CH";"8722";"Kaltbrunn";"";""
"I00000961";"Ruedi Schmocker";"";"";"CH";"";"Beatenberg";"";""
"I00000962";"Christian Janki";"";"";"CH";"";"Waltensburg/Vuorz";"";""
"I00000963";"Josef Tresch";"";"";"CH";"";"Schattdorf";"";""
"I00000964";"Sanitär Zbinden";"";"";"CH";"";"Bösingen";"";""
"I00000965";"Zulauf Corra";"";"";"CH";"";"Feuerthalen";"";""
"I00000966";"Reini Knabenhans";"";"";"CH";"";"Horgen";"";""
"I00000967";"Forster Kurt AG";"";"";"CH";"";"Berneck";"";""
"I00000968";"Duc + Hostettler AG";"";"";"CH";"";"Rudolfstetten";"";""
"I00000969";"ISI-FIX GmbH";"";"";"CH";"";"Rueti";"";""
"I00000970";"Valentin Cao";"";"";"CH";"";"Allschwil";"";""
"I00000971";"Diethelm AG";"";"";"CH";"";"Romanshorn";"";""
"I00000972";"Steger + Meier AG";"";"";"CH";"";"Bellikon";"";""
"I00000973";"Jean Reymond";"";"";"CH";"";"Le Lignion";"";""
"I00000974";"Märki SA";"";"";"CH";"";"Locarno";"";""
"I00000975";"Leonhardt Spenglerei";"";"";"CH";"";"Basel";"";""
"I00000976";"Tobias Hürlimann";"";"";"CH";"";"Walchwil";"";""
"I00000977";"Eugen Krüsi";"";"";"CH";"";"Sursee";"";""
"I00000978";"Roland Hediger";"";"";"CH";"";"Beinwil";"";""
"I00000979";"Hans G Sulzer";"";"";"CH";"";"Schaffhausen";"";""
"I00000980";"Masson Sanitaire";"";"";"CH";"";"Savigny";"";""
"I00000981";"H_J_Aeschbacher";"";"";"CH";"";"Mühleberg";"";""
"I00000982";"Athos Cadola";"";"";"CH";"";"Solothurn";"";""
"I00000983";"Gammeter";"";"";"CH";"";"Münsingen";"";""
"I00000984";"Zummkehr AG";"";"";"CH";"";"Interlaken";"";""
"I00000985";"Richard Vetterli";"";"";"CH";"";"Pfyn";"";""
"I00000986";"Loertscher";"";"";"CH";"";"Effretikon";"";""
"I00000987";"Schaeppi";"";"";"CH";"";"Nürrensdorf";"";""
"I00000988";"Niklaus Sanitär AG";"";"";"CH";"";"Jegenstorf";"";""
"I00000989";"Jean-Marc Sermier";"";"";"CH";"";"Sierre";"";""
"I00000990";"Christian Jost";"";"";"CH";"";"Chur";"";""
"I00000992";"Idromolin Sagl";"";"";"CH";"";"Arosio-Mugena";"";""
"I00000993";"Fridez AG";"";"";"CH";"";"Münchenstein";"";""
"I00000994";"Bützberger Haustech. GmbH";"Hauptstrasse";"51";"CH";"4414";"Füllinsdorf";"";""
"I00000995";"Fausto Dado";"";"";"CH";"";"Rivera";"";""
"I00000996";"Heilinger AG";"";"";"CH";"";"Zürich";"";""
"I00000997";"Lattmann Haustechnik AG";"";"";"CH";"";"Elgg";"";""
"I00000998";"Keller + Winistörfer";"";"";"CH";"";"Etziken";"";""
"I00001000";"Rolf Hurni AG";"";"";"CH";"";"Baar";"";""
"I00001001";"Fredy Schaub";"";"";"CH";"";"Liestal";"";""
"I00001002";"Müller + Müller";"";"";"CH";"";"Belp";"";""
"I00001003";"Bruno Zumsteg";"";"";"CH";"";"Aesch";"";""
"I00001004";"Frei + Gaugler";"";"";"CH";"";"Hochwald";"";""
"I00001005";"Meister + Brülisauer";"";"";"CH";"";"Ettenhausen";"";""
"I00001006";"Genossenschaft Lyss";"";"";"CH";"";"Lyss";"";""
"I00001007";"Klaus Parpan AG";"";"";"CH";"";"Lenzerheide";"";""
"I00001008";"Beat Eichenberger";"";"";"CH";"";"Biglen";"";""
"I00001009";"Felix Brunner";"";"";"CH";"";"Würenlos";"";""
"I00001010";"Ernst Geiger";"";"";"CH";"";"Trimbach";"";""
"I00001011";"Wirth Haustechnik";"";"";"CH";"";"Wangen ZH";"";""
"I00001012";"BHS Gebäudeschutz";"";"";"CH";"";"Aeschi";"";""
"I00001013";"Peter Davatz Eigenmann";"";"";"CH";"";"Gruesch";"";""
"I00001014";"Gebr_ Lampert";"";"";"CH";"";"Triesenberg";"";""
"I00001015";"Andres Ardueser";"";"";"CH";"";"Saas Prättigau";"";""
"I00001016";"Kurt Meier";"";"";"CH";"";"Riedt b Erlen";"";""
"I00001017";"Yves Roduit";"";"";"CH";"";"Martigny 1";"";""
"I00001018";"Schmucki Sanitärt. GmbH";"";"";"CH";"";"St.Gallen";"";""
"I00001019";"Bruno Hauser";"Bubenstig";"409";"CH";"9103";"Schwellbrunn";"";""
"I00001020";"Gabriel Bulloni";"";"";"CH";"";"Delemont";"";""
"I00001021";"Andre Brand";"";"";"CH";"";"Saignelegier";"";""
"I00001023";"Pfister Sanitär GmbH";"";"";"CH";"";"Walliswil";"";""
"I00001024";"Gebr. Zuercher AG";"";"";"CH";"";"Sommeri";"";""
"I00001025";"Schmid Kurt";"";"";"CH";"";"Muehlethurnen";"";""
"I00001026";"Klaeger AG Bern";"";"";"CH";"";"Bern";"";""
"I00001027";"R. Aeberhardt AG";"";"";"CH";"";"Biglen";"";""
"I00001028";"Stierli Haustechnik";"";"";"CH";"";"Obfelden";"";""
"I00001029";"Alberto Cortesi";"";"";"CH";"";"Poschiavo";"";""
"I00001030";"Käufeler+CO";"";"";"CH";"";"Wettingen";"";""
"I00001031";"Riccardo Cappilli";"";"";"CH";"";"Vevey";"";""
"I00001032";"ITB SA Sanitär";"";"";"CH";"";"Oulens Echallen";"";""
"I00001033";"Tatrifuge SA";"";"";"CH";"";"Ecublens VD";"";""
"I00001034";"Nüssli Sanitär";"";"";"CH";"";"Worblaufen";"";""
"I00001035";"H.U. Steiner + Co.";"";"";"CH";"";"Thun";"";""
"I00001036";"Ed. Milliquet SA";"Rue Centrale";"23";"CH";"1002";"Lausanne";"";""
"I00001037";"Rolf Achermann";"";"";"CH";"";"Luthern Dorf";"";""
"I00001038";"Egli + Roth GmbH";"";"";"CH";"";"Amriswil";"";""
"I00001039";"Arnold Nussbaum";"";"";"CH";"";"Niederteufen";"";""
"I00001040";"Gebrüder Brand AG";"";"";"CH";"";"Langenthal";"";""
"I00001041";"Alex Schmid";"";"";"CH";"";"Adligenswil";"";""
"I00001042";"Glaeser Innenausbau AG";"";"";"CH";"";"Baden-Dättwil";"";""
"I00001043";"Aline Bovier";"";"";"CH";"";"Evolene";"";""
"I00001044";"Thomas Meier";"";"";"CH";"";"Binningen";"";""
"I00001045";"Othmar Troxler";"";"";"CH";"";"Inwil";"";""
"I00001046";"Thomas Schneider";"";"";"CH";"";"Kaltbrunn";"";""
"I00001047";"R. Werner";"";"";"CH";"";"Zürich";"";""
"I00001048";"Alfred Oberholzer";"";"";"CH";"";"Goldingen";"";""
"I00001049";"C. Rose AG";"";"";"CH";"";"Maennedorf";"";""
"I00001050";"Hanspeter Nigg";"";"";"CH";"";"Valens";"";""
"I00001051";"Meile + Söhne AG";"";"";"CH";"";"Bronschhofen";"";""
"I00001052";"Ardueser AG";"Rehwiese";"C16";"CH";"7050";"Arosa";"";""
"I00001053";"Paul Leonhardt";"";"";"CH";"";"Zürich";"";""
"I00001054";"Schwizer Sanitär";"";"";"CH";"";"Gossau";"";""
"I00001055";"Reist + Gassner";"";"";"CH";"";"Port";"";""
"I00001056";"Graziano Bertizzolo";"";"";"CH";"";"Chene-Bourg";"";""
"I00001057";"Rene Schauffelberger";"";"";"CH";"";"Hombrechtikon";"";""
"I00001058";"K Schweizer";"";"";"CH";"";"Basel";"";""
"I00001059";"Hirt Haustechnik";"";"";"CH";"";"Luterbach";"";""
"I00001060";"Andre Rossel";"";"";"CH";"";"Riehen";"";""
"I00001061";"Alois Bader AG";"";"";"CH";"";"Seelisberg";"";""
"I00001062";"Ueli Hartmann";"";"";"CH";"";"Jenaz";"";""
"I00001063";"Paul Herzog AG";"";"";"CH";"";"Winterthur";"";""
"I00001064";"Thalmann AG";"";"";"CH";"";"Bauma";"";""
"I00001065";"Sacchet+Partner";"";"";"CH";"";"Trimmis";"";""
"I00001066";"Otto Ambühl";"";"";"CH";"";"Latsch";"";""
"I00001067";"Manfred Köhler";"";"";"CH";"";"Villeneuve VD";"";""
"I00001068";"Hans Ziegler";"";"";"CH";"";"Lachen SZ";"";""
"I00001069";"H Fatzer";"";"";"CH";"";"Domat Ems";"";""
"I00001070";"Laufen Austria AG";"Scharnsteiner Strasse/Neubau";"";"AT";"4810";"Gmunden";"";""
"I00001071";"Pierre Bucher";"";"";"CH";"";"Lausanne";"";""
"I00001072";"Giovanni Roda";"";"";"CH";"";"Chavannes- de- Bogis";"";""
"I00001073";"Robert Bischof";"";"";"CH";"";"Teufen AR";"";""
"I00001074";"Hasler Haustechnik AG";"Seefeldstrasse";"197";"CH";"8008";"Zürich";"443835460";"443832956"
"I00001075";"Anton Bachmann";"";"";"CH";"";"Rotkreuz";"";""
"I00001076";"Willi Kulli";"";"";"CH";"";"Bern";"";""
"I00001077";"D D H";"";"";"CH";"";"Baetwil-Flueh";"";""
"I00001078";"BP Haustechnik AG";"";"";"CH";"";"Staffelbach";"";""
"I00001079";"Daniel Vogt";"";"";"CH";"";"Freienstein";"";""
"I00001080";"Luedi AG";"";"";"CH";"";"Siebenen";"";""
"I00001081";"GEBR_UMBRICHT";"";"";"CH";"";"Eschenz";"";""
"I00001082";"Gebr Baumgartner";"Ruetenerstrasse";"60";"CH";"6375";"Beckenried";"";""
"I00001083";"Rolf Rutschmann";"";"";"CH";"";"Ellikon a d Thur";"";""
"I00001084";"Gebr Brüllhardt";"";"";"CH";"";"Kronbühl";"";""
"I00001085";"Beat Stalder";"";"";"CH";"";"Zäziwil";"";""
"I00001086";"Thomas Eigenmann";"";"";"CH";"";"Andwil";"";""
"I00001087";"Arex";"";"";"CH";"";"Niederuzwil";"";""
"I00001088";"Ulmann Franz AG";"Industriestrasse";"10";"CH";"9450";"Altstaetten";"";""
"I00001089";"F. Kaufmann AG";"";"";"CH";"";"Stettfurt";"";""
"I00001090";"All Concept";"St Johann-Vorst";"47";"CH";"4004";"Basel";"";""
"I00001091";"Rychener Zeltner Arch. AG";"";"";"CH";"";"Thun";"";""
"I00001092";"Reber + Nenniger AG";"";"";"CH";"";"Utzenstorf";"";""
"I00001093";"Serge Piralla + Fils";"";"";"CH";"";"Geneve";"";""
"I00001094";"Philippe Locher";"";"";"CH";"";"Corcelles-Payerne";"";""
"I00001095";"Florian Sprecher AG";"";"";"CH";"";"Davos";"";""
"I00001096";"Kurt Geiger AG";"";"";"CH";"";"Oberegg";"";""
"I00001097";"B. Kaufmann + Co. AG";"";"";"CH";"";"Altishofen";"";""
"I00001098";"Leo Kippel + Söhne AG";"";"";"CH";"";"Leuk";"";""
"I00001099";"Lyner Haustechnik AG";"";"";"CH";"";"Spreitenbach";"";""
"I00001100";"Scheiwiler Haustechnik AG";"";"";"CH";"";"Altstaetten";"";""
"I00001101";"Chapuis Zürcher";"";"";"CH";"";"Bern";"";""
"I00001102";"E Fuchs";"";"";"CH";"";"Aadorf";"";""
"I00001103";"Caspar";"Haustechnik AG";"";"CH";"7453";"Tinizong";"";""
"I00001104";"M Widmer";"";"";"CH";"";"Horgen";"";""
"I00001105";"Sanitaer Frei AG";"Hertistrasse";"11";"CH";"7270";"Davos Platz";"";""
"I00001106";"Jürg Witzig";"";"";"CH";"";"Berg";"";""
"I00001107";"Schmidt AG";"";"";"CH";"";"Luzern";"";""
"I00001108";"Jutzi Daniel";"";"";"CH";"";"Oberburg";"";""
"I00001109";"H J Aeschbacher";"Murtenstrasse";"10";"CH";"3203";"Mühleberg";"";""
"I00001110";"Bruno Nussbaumer";"Helmweg";"6";"CH";"8405";"Winterthur";"";""
"I00001111";"Caldana SA";"";"";"CH";"";"La Tour-de Peilz";"";""
"I00001112";"JDG Sanitaire SA";"";"";"CH";"";"Prilly";"";""
"I00001113";"Louis Wagner GmbH";"";"";"CH";"";"Basel";"";""
"I00001114";"Harnisch SA";"";"";"CH";"";"Sonceboz-Sombeval";"";""
"I00001115";"Saudan";"";"";"CH";"";"Grenchen";"";""
"I00001116";"Emil Handschin AG";"";"";"CH";"";"Basel";"";""
"I00001117";"Josef Lussmann AG";"";"";"CH";"";"Altdorf";"";""
"I00001118";"Schleiss AG";"";"";"CH";"";"Engelberg";"";""
"I00001119";"Bucher Haustechnik";"";"";"CH";"";"Zürich";"";""
"I00001120";"Beat Rupf";"";"";"CH";"";"Schindellegi";"";""
"I00001121";"Richard Stucki";"";"";"CH";"";"Andelfingen";"";""
"I00001122";"Ausstellung Plättli Ganz";"";"";"CH";"";"Zürich";"";""
"I00001123";"H. + S. Service AG";"";"";"CH";"";"Kriessern";"";""
"I00001124";"Roger Gremper SA";"";"";"CH";"";"Lausanne";"";""
"I00001125";"Werner Ryser";"";"";"CH";"";"Burgdorf";"";""
"I00001126";"Walter Dietsche";"";"";"CH";"";"Rebstein";"";""
"I00001127";"Giancarlo Vitali";"";"";"CH";"";"Lenzerheide";"";""
"I00001128";"Sanitär Amgarten AG";"";"";"CH";"";"Ruethi-Rheintal";"";""
"I00001129";"Wyler Kurt AG";"Industriestrasse";"12";"CH";"3672";"Oberdiessbach";"";""
"I00001130";"Fink Sanitaer +";"";"";"CH";"";"Kleinandelfingen";"";""
"I00001131";"Lauffer-Borlat SA";"Route de Brent";"1";"CH";"1816";"Chailly-Montreu";"";""
"I00001132";"Formica Inst. Sarl";"";"";"CH";"";"Bernex";"";""
"I00001133";"Arnold Ruoff AG";"Neuenhaus";"";"CH";"3818";"Grindelwald";"";""
"I00001134";"Rolf von Gunten Jun.";"";"";"CH";"";"Schleitheim";"";""
"I00001135";"Armin Jauk GmbH";"";"";"CH";"";"Oberrueti";"";""
"I00001136";"Beloedil SA";"";"";"CH";"";"Melide";"";""
"I00001137";"Sani-Hitsch";"";"";"CH";"";"Flaesch";"";""
"I00001138";"Jordi Zurfluh";"";"";"CH";"";"Ettingen";"";""
"I00001139";"Chaleur et Confort";"";"";"CH";"";"Crissier";"";""
"I00001140";"Peter Moser";"";"";"CH";"";"Eschenz";"";""
"I00001141";"Walo Isler AG";"";"";"CH";"";"Basel";"";""
"I00001142";"Bollin AG";"";"";"CH";"";"Zürich";"";""
"I00001143";"Elektro Gmbh";"Rodachtalweg";"14";"DE";"81549";"München";"";""
"I00001144";"Andres Gomez";"";"";"CH";"";"Prilly";"";""
"I00001145";"Hans Buetiger&CO";"";"";"CH";"";"Schnottwil";"";""
"I00001146";"Spesag AG";"";"";"CH";"";"Basel";"";""
"I00001147";"Roesen Haustechnik";"";"";"CH";"";"Basel";"";""
"I00001148";"Nussbaum Sanitär";"";"";"CH";"";"Baar";"";""
"I00001149";"Elinag";"";"";"CH";"";"Wettingen";"";""
"I00001150";"Alma Pedrazzini";"";"";"CH";"";"Locarno";"";""
"I00001151";"Gebr Vogel";"";"";"CH";"";"Ottoberg";"";""
"I00001152";"Christian Hartmann";"";"";"CH";"";"Pragg-Je";"";""
"I00001153";"Peter Meili";"";"";"CH";"";"Oltingen";"";""
"I00001154";"Laubi Innovent AG";"";"";"CH";"";"Binningen";"";""
"I00001155";"Domeniconi-Sanitär";"";"";"CH";"";"Uznach";"";""
"I00001156";"Eigenmann AG";"";"";"CH";"";"Wittenbach";"";""
"I00001157";"Dupper Sanitär GmbH";"";"";"CH";"";"Steinach";"";""
"I00001158";"Clavien M. et Fils Sarl";"";"";"CH";"";"Miege";"";""
"I00001159";"H. Stucki AG";"";"";"CH";"";"Winterthur";"";""
"I00001160";"Gianni Lettieri";"";"";"CH";"";"Wolfhausen";"";""
"I00001161";"Mühlegg AG";"";"";"CH";"";"Birsfelden";"";""
"I00001162";"Rolf Schlatter";"";"";"CH";"";"Hemmental";"";""
"I00001163";"Hunziker Partner AG";"";"";"CH";"";"Winterthur";"";""
